建商營造,歷年案件,裁判日期,裁判案由,裁判字號
同興營造工程,39,101.12.03,公示催告,臺灣臺北地方法院 101 年度 司催 字第 2358 號民事裁定
同興營造工程,39,101.11.30,損害賠償,臺灣臺北地方法院 100 年度 建 字第 245 號民事裁定
同興營造工程,39,101.11.22,營利事業所得稅,臺中高等行政法院 101 年度 訴 字第 350 號判決
同興營造工程,39,100.11.03,都市更新,最高行政法院 100 年度 判 字第 1905 號判決
同興營造工程,39,100.11.01,給付工程款,臺灣新北地方法院 100 年度 建 字第 71 號民事判決
同興營造工程,39,100.09.30,給付工程款,臺灣新北地方法院 100 年度 建 字第 71 號民事裁定
同興營造工程,39,100.08.03,債務不履行損害賠償,臺灣臺北地方法院 100 年度 簡上 字第 248 號民事判決
笙泰營造,12,109.06.12,損害賠償,臺灣桃園地方法院 108 年度 勞訴 字第 81 號民事判決
笙泰營造,12,109.06.12,給付工程款,臺灣桃園地方法院 108 年度 建 字第 80 號民事判決
笙泰營造,12,109.05.27,公示催告,臺灣新北地方法院 109 年度 司催 字第 361 號民事裁定
笙泰營造,12,103.11.12,給付工程款,臺灣新北地方法院 103 年度 建 字第 177 號民事裁定
笙泰營造,12,101.09.07,竊盜等,臺灣新北地方法院 101 年度 易 字第 2310 號刑事判決
笙泰營造,12,101.03.14,竊盜,臺灣桃園地方法院 101 年度 易 字第 156 號刑事判決
笙泰營造,12,98.06.12,給付工程款,臺灣臺北地方法院 97 年度 建 字第 22 號民事判決
笙泰營造,12,98.05.27,給付工程款,臺灣新北地方法院 97 年度 建 字第 155 號民事判決
笙泰營造,12,98.03.09,給付保留款,臺灣桃園地方法院 98 年度 訴 字第 327 號民事裁定
笙泰營造,12,98.02.11,給付保留款等,臺灣桃園地方法院 98 年度 補 字第 29 號民事裁定
笙泰營造,12,96.03.06,分配表異議之訴,臺灣臺南地方法院 95 年度 重訴 字第 105 號民事裁定
笙泰營造,12,95.12.07,分配表異議之訴,臺灣臺南地方法院 95 年度 重訴 字第 105 號民事判決
睿泰開發,6,111.05.26,請求撤銷仲裁判斷,最高法院 111 年度 台上 字第 1458 號民事裁定
睿泰開發,6,110.08.16,支付命令,臺灣臺北地方法院 110 年度 司促 字第 13587 號民事裁定
睿泰開發,6,110.02.09,停止執行,臺灣臺北地方法院 110 年度 聲 字第 68 號民事裁定
睿泰開發,6,109.12.28,商務仲裁執行裁定,臺灣臺北地方法院 109 年度 仲執 字第 8 號民事裁定
睿泰開發,6,109.11.25,商務仲裁執行裁定,臺灣臺北地方法院 109 年度 仲執 字第 8 號民事裁定
睿泰開發,6,109.08.26,損害賠償等,臺灣臺北地方法院 109 年度 建 字第 70 號民事裁定
廣銘建設,8,111.06.14,損害賠償,臺灣高等法院 110 年度 重上 字第 425 號民事判決
廣銘建設,8,111.02.17,公平交易法,臺北高等行政法院 110 年度 訴 字第 558 號判決
廣銘建設,8,110.08.25,偽造有價證券等,臺灣高等法院 109 年度 上訴 字第 3907 號刑事判決
廣銘建設,8,110.03.29,損害賠償等,臺灣臺北地方法院 108 年度 重訴 字第 854 號民事判決
廣銘建設,8,109.08.25,偽造有價證券等,臺灣臺北地方法院 109 年度 訴 字第 75 號刑事判決
廣銘建設,8,106.04.12,損害賠償,臺灣士林地方法院 105 年度 重訴 字第 64 號民事判決
廣銘建設,8,105.03.21,損害賠償,臺灣士林地方法院 105 年度 重訴 字第 64 號民事裁定
廣銘建設,8,104.12.29,損害賠償,臺灣士林地方法院 104 年度 重附民 字第 22 號刑事裁定
鵬霖營造,4,103.02.18,給付報酬,臺灣高等法院 102 年度 上易 字第 258 號民事判決
鵬霖營造,4,102.06.28,除權判決（票據）,臺灣臺北地方法院 102 年度 除 字第 1025 號民事判決
鵬霖營造,4,102.01.25,公示催告,臺灣臺北地方法院 102 年度 司催 字第 155 號民事裁定
鵬霖營造,4,102.01.24,給付報酬,臺灣臺北地方法院 101 年度 訴 字第 2787 號民事判決
將作建設,44,110.04.30,所有權移轉登記,臺灣士林地方法院 110 年度 重訴 字第 82 號民事判決
將作建設,44,109.12.03,建築法,臺北高等行政法院 109 年度 訴 字第 261 號判決
將作建設,44,108.05.27,返還價金,臺灣臺北地方法院 107 年度 訴 字第 1457 號民事判決
將作建設,44,107.09.26,確認區分所有權人會議決議無效,臺灣臺北地方法院 107 年度 訴 字第 2006 號民事判決
將作建設,44,106.10.31,損害賠償等,臺灣高等法院 105 年度 上 字第 1664 號民事判決
將作建設,44,106.08.15,返還價金等,臺灣高等法院 106 年度 上 字第 802 號民事判決
將作建設,44,106.05.26,清償債務,臺灣臺北地方法院 105 年度 重訴 字第 604 號民事判決
將作建設,44,106.04.06,返還價金等,臺灣臺北地方法院 105 年度 訴 字第 5060 號民事判決
將作建設,44,105.11.08,損害賠償等,臺灣臺北地方法院 105 年度 訴 字第 825 號民事裁定
將作建設,44,105.10.14,損害賠償等,臺灣臺北地方法院 105 年度 訴 字第 825 號民事判決
將作建設,44,105.07.21,損害賠償等,臺灣臺北地方法院 105 年度 訴 字第 825 號民事裁定
將作建設,44,105.01.26,確認合建法律關係存在,臺灣臺北地方法院 103 年度 訴 字第 2954 號民事裁定
將作建設,44,104.12.31,確認合建法律關係存在,臺灣臺北地方法院 103 年度 訴 字第 2954 號民事裁定
將作建設,44,104.12.08,確認合建法律關係存在,臺灣臺北地方法院 103 年度 訴 字第 2954 號民事判決
將作建設,44,104.03.03,支付命令,臺灣臺北地方法院 104 年度 司促 字第 4102 號民事其他文書
將作建設,44,104.01.15,確認合建法律關係存在,臺灣臺北地方法院 103 年度 訴 字第 2954 號民事裁定
將作建設,44,101.04.13,損害賠償,臺灣臺北地方法院 100 年度 建 字第 73 號民事判決
將作建設,44,100.07.21,損害賠償,臺灣臺北地方法院 100 年度 建 字第 117 號民事判決
將作建設,44,99.07.26,聲請交付審判,臺灣臺北地方法院 99 年度 聲判 字第 99 號刑事裁定
將作建設,44,99.03.22,聲請交付審判,臺灣臺北地方法院 98 年度 聲判 字第 165 號刑事裁定
廣宇建設,18,111.01.17,商業會計法等,臺灣臺北地方法院 109 年度 訴緝 字第 33 號刑事判決
廣宇建設,18,110.10.27,違反商業會計法等,臺灣高等法院 110 年度 上訴 字第 2477 號刑事判決
廣宇建設,18,110.05.19,商業會計法等,臺灣臺北地方法院 107 年度 訴 字第 850 號刑事判決
廣宇建設,18,109.09.17,損害賠償等,臺灣新北地方法院 109 年度 訴 字第 1921 號民事判決
廣宇建設,18,108.12.31,損害賠償等,臺灣高等法院 106 年度 重勞上 字第 9 號民事判決
廣宇建設,18,108.12.19,商業會計法等,臺灣臺北地方法院 107 年度 訴 字第 552 號刑事判決
廣宇建設,18,107.12.26,偽造文書等,臺灣高等法院 107 年度 上訴 字第 1850 號刑事判決
廣宇建設,18,107.12.25,侵權行為損害賠償,臺灣臺北地方法院 107 年度 訴 字第 4371 號民事判決
廣宇建設,18,107.04.24,偽造文書等,臺灣臺北地方法院 107 年度 審訴 字第 91 號刑事判決
廣宇建設,18,106.08.28,撤銷信託行為等,臺灣士林地方法院 106 年度 訴 字第 152 號民事判決
廣宇建設,18,105.12.19,撤銷信託行為,臺灣士林地方法院 105 年度 訴 字第 1411 號民事判決
廣宇建設,18,105.12.19,撤銷信託行為,臺灣士林地方法院 105 年度 訴 字第 1411 號民事裁定
廣宇建設,18,105.05.09,聲請交付審判,臺灣臺北地方法院 104 年度 聲判 字第 226 號刑事裁定
廣宇建設,18,105.01.12,給付報酬,臺灣高等法院 104 年度 上 字第 431 號民事判決
廣宇建設,18,103.12.31,給付報酬,臺灣士林地方法院 103 年度 訴 字第 525 號民事判決
廣宇建設,18,100.11.30,商業會計法等,臺灣新北地方法院 100 年度 重訴 字第 42 號刑事判決
廣宇建設,18,100.09.30,詐欺,臺灣高等法院 100 年度 上易 字第 1675 號刑事判決
廣宇建設,18,100.06.03,詐欺等,臺灣士林地方法院 99 年度 易 字第 152 號刑事判決
富都新開發建設,15,108.05.15,都市更新,臺北高等行政法院 107 年度 訴 字第 1189 號判決
富都新開發建設,15,107.12.23,都市更新,臺北高等行政法院 107 年度 訴 字第 1189 號裁定
富都新開發建設,15,107.11.26,選派檢查人,臺灣新北地方法院 107 年度 司 字第 50 號民事裁定
富都新開發建設,15,107.01.03,請求履行契約,最高法院 107 年度 台上 字第 109 號民事裁定
富都新開發建設,15,106.09.26,履行契約,臺灣高等法院 105 年度 上 字第 1017 號民事判決
富都新開發建設,15,105.05.31,履行契約,臺灣臺北地方法院 104 年度 訴 字第 532 號民事判決
富都新開發建設,15,105.04.15,履行契約,臺灣臺北地方法院 104 年度 訴 字第 532 號民事裁定
富都新開發建設,15,104.01.20,定暫時狀態之處分,臺灣高等法院 103 年度 抗 字第 2093 號民事裁定
富都新開發建設,15,101.06.22,除權判決（票據）,臺灣臺北地方法院 101 年度 除 字第 913 號民事判決
富都新開發建設,15,101.05.16,詐欺,臺灣高等法院 101 年度 上易 字第 770 號刑事判決
富都新開發建設,15,101.02.15,詐欺,臺灣新北地方法院 100 年度 易 字第 1861 號刑事判決
富都新開發建設,15,100.11.09,公示催告,臺灣臺北地方法院 100 年度 司催 字第 2964 號民事裁定
富都新開發建設,15,100.03.02,公平交易法,臺北高等行政法院 99 年度 訴 字第 2198 號判決
富都新開發建設,15,95.11.01,返還保證金等,臺灣高等法院 95 年度 上易 字第 691 號民事判決
富都新開發建設,15,95.07.05,返還保證金等,臺灣臺北地方法院 94 年度 訴 字第 5017 號民事判決
聯邦工程顧問,11,111.08.08,損害賠償,臺灣高雄地方法院 104 年度 建 字第 124 號民事判決
聯邦工程顧問,11,110.02.09,給付工程款,臺灣高等法院 106 年度 重上更(三) 字第 51 號民事判決
聯邦工程顧問,11,109.08.11,給付工程款,臺灣高等法院 108 年度 建上 字第 35 號民事判決
聯邦工程顧問,11,106.03.23,請求給付工程款,最高法院 106 年度 台上 字第 466 號民事判決
聯邦工程顧問,11,105.09.29,給付工程款,臺灣高等法院 101 年度 重上更(二) 字第 113 號民事判決
聯邦工程顧問,11,104.10.28,給付違約金,臺灣臺北地方法院 101 年度 重訴 字第 432 號民事判決
聯邦工程顧問,11,104.09.30,給付違約金,臺灣高等法院 101 年度 重上 字第 548 號民事判決
聯邦工程顧問,11,102.06.04,給付承攬報酬,臺灣高等法院 101 年度 建上 字第 16 號民事判決
聯邦工程顧問,11,96.03.15,政府採購法,最高行政法院 96 年度 判 字第 393 號判決
聯邦工程顧問,11,94.08.03,政府採購法,臺中高等行政法院 93 年度 訴 字第 595 號判決
聯邦工程顧問,11,89.08.30,返還酬金等,臺灣高等法院 89 年度 重上更㈠ 字第 45 號民事判決
國雄集團,10,107.09.11,給付仲介費,臺灣高等法院 臺中分院 107 年度 上易 字第 295 號民事判決
國雄集團,10,107.04.13,給付仲介費,臺灣臺中地方法院 106 年度 訴 字第 3092 號民事判決
國雄集團,10,102.08.14,詐欺,臺灣高等法院 臺南分院 102 年度 上易 字第 321 號刑事判決
國雄集團,10,102.08.14,詐欺,臺灣高等法院 臺南分院 102 年度 上易 字第 320 號刑事判決
國雄集團,10,102.03.22,詐欺,臺灣嘉義地方法院 101 年度 易 字第 840 號刑事判決
國雄集團,10,102.03.22,詐欺,臺灣嘉義地方法院 101 年度 易 字第 421 號刑事判決
國雄集團,10,101.10.23,詐欺,臺灣嘉義地方法院 101 年度 易緝 字第 15 號刑事判決
國雄集團,10,101.10.23,詐欺,臺灣嘉義地方法院 101 年度 易緝 字第 14 號刑事判決
國雄集團,10,101.08.31,詐欺,臺灣嘉義地方法院 101 年度 易 字第 82 號刑事判決
國雄集團,10,101.08.31,違反銀行法等,臺灣嘉義地方法院 100 年度 金訴 字第 1 號刑事判決
晉福營造,16,104.04.23,除權判決（票據）,臺灣臺北地方法院 104 年度 除 字第 575 號民事判決
晉福營造,16,103.09.26,公示催告,臺灣臺北地方法院 103 年度 司催 字第 1803 號民事裁定
晉福營造,16,100.08.02,貪污治罪條例等,臺灣高等法院 臺中分院 99 年度 上訴 字第 910 號刑事判決
晉福營造,16,98.12.18,貪污治罪條例等,臺灣苗栗地方法院 95 年度 訴 字第 202 號刑事判決
晉福營造,16,97.07.11,貪污等罪,最高法院 97 年度 台上 字第 3269 號刑事判決
晉福營造,16,96.01.24,貪污治罪條例等,臺灣高等法院 94 年度 上訴 字第 1943 號刑事判決
晉福營造,16,94.02.15,瀆職等,臺灣臺北地方法院 86 年度 訴 字第 1662 號刑事判決
晉福營造,16,94.02.01,瀆職等,臺灣臺北地方法院 86 年度 訴 字第 1662 號刑事判決
晉福營造,16,93.05.04,返還獎勵金,臺灣臺南地方法院 92 年度 訴 字第 775 號民事判決
晉福營造,16,93.02.17,貪污治罪條例,臺灣高等法院 高雄分院 92 年度 重上更(五) 字第 95 號刑事判決
晉福營造,16,92.03.11,貪污治罪條例,臺灣高等法院 高雄分院 91 年度 重上更(四) 字第 46 號刑事判決
晉福營造,16,91.01.02,貪污治罪條例,臺灣高等法院 高雄分院 90 年度 重上更(三) 字第 64 號刑事判決
晉福營造,16,90.05.31,貪污等罪,最高法院 90 年度 台上 字第 3324 號刑事判決
晉福營造,16,89.08.24,貪污治罪條例,臺灣高等法院 高雄分院 89 年度 上更(二) 字第 76 號刑事判決
晉福營造,16,87.06.26,貪污等,最高法院 87 年度 台上 字第 2262 號刑事判決
晉福營造,16,85.05.16,給付工程款,最高法院 85 年度 台上 字第 1073 號民事判決
東霙營造,25,111.01.12,給付工程款,臺灣高等法院 臺中分院 108 年度 建上 字第 66 號民事判決
東霙營造,25,110.03.30,依職權裁定確定訴訟費用額,臺灣臺中地方法院 110 年度 司他 字第 56 號民事裁定
東霙營造,25,109.09.24,支付命令,臺灣臺中地方法院 109 年度 司促 字第 29779 號民事裁定
東霙營造,25,109.06.08,依職權裁定確定訴訟費用額,臺灣臺中地方法院 109 年度 司他 字第 171 號民事裁定
東霙營造,25,108.08.15,給付工程款,臺灣臺中地方法院 108 年度 建 字第 7 號民事判決
東霙營造,25,108.06.24,給付工程款,臺灣臺中地方法院 108 年度 補 字第 1219 號民事裁定
東霙營造,25,108.05.23,支付命令,臺灣臺中地方法院 108 年度 司促 字第 11704 號民事其他文書
東霙營造,25,108.05.08,支付命令,臺灣臺中地方法院 108 年度 司促 字第 11704 號民事裁定
東霙營造,25,104.12.17,給付工程款,臺灣臺中地方法院 104 年度 建 字第 132 號民事判決
