行政區,建照年度,完工年度,建案名稱,基地面積(坪),建蔽面積(坪),建蔽率(%),容積率(%),公設比(%),棟數,地上樓層,地下樓層,總戶數,平面車位,機械車位,總車位數,預估工期,建造執照,預估工期.1,投資建設,建築設計,營造公司,企劃銷售,結構工程,座向規劃,車位規劃,車位配比,用途規劃,土地分區,管理費用,景觀設計,公設設計,燈光設計,棟戶規劃,樓層規劃,基地地址,建材說明,url,爬蟲耗時(秒),更新日期,sell type
信義區,109,112,信松廣場,424.0,244,57.56,560,36,1,22,6,152,131,0,131,3,109建字第0010號,3,築實建設(大隱建築團隊),李天鐸建築師事務所,金藏營造,甲桂林廣告,SC鋼骨結構,朝北、朝南、朝東,平面式131個、有充電樁,1:0.86,住商用,第三種商業區,待定,李天鐸建築師事務所,李天鐸建築師事務所,無,1幢，1棟，124戶住家，8戶店面，20戶一般事務所,地上22層，地下6層,台北市信義區松隆路231號旁,SC純鋼骨，廚具：NOLTE廚具：衛浴：INAX，五金：GROHE龍頭，其他：大金空調室外機、日本三協氣密鋁門窗,https://newhouse.591.com.tw/122767/detail,82,2022-10-26,newhouse
信義區,109,112,信義CASA,316.0,142,45.0,225,35.8,1,8,4,64,54,0,54,3,109建字第0063號(改照中),3,汎利建設,陳逸倫建築師事務所,暘昌營造,自售,RC鋼筋混凝土結構,朝北,平面式54個,1:0.84,住家用,第三種住宅區,待定,太研景觀,太研景觀,域研近相建築&設計,1幢，1棟，64戶住家,地上8層，地下4層,台北市信義區吳興街524巷與吳興街432巷交叉口,RC鋼筋混凝土,https://newhouse.591.com.tw/125893/detail,81,2022-10-27,newhouse
信義區,NA,114,宏築信義,1777.0,568,32.0,225,33,3,24,3,232,247,0,247,NA,NA,NA,立築開發,黃永沃建築師事務所,暫無,創意家行銷,SRC,朝東南,平面式247個、無充電樁,1:1.06,住商用,第三種住宅區,130元/戶/月,六國,英國設計團隊G.ADesign,袁宗南照明設計事務所,1幢，3棟，229戶住家，3戶店面,"地上24層,地下3層",台北市信義區和平東路三段463巷旁(捷運麟光站旁),SRC鋼骨鋼筋混凝土｜新日鐵雙制震｜進口LEICHT、SIEMATIC或PEDINI廚具｜進口INAX、TOTO、V&B或DURAVIT衛浴｜美國Yale三合一電子鎖｜,https://market.591.com.tw/102635,54,2022-10-26,market
信義區,NA,114,東昀昀,313.0,114,36.6,225,34,1,17,4,44,49,0,49,NA,NA,NA,東禧建設,向度聯合建築師事務所+李天鐸建築師事務所,華熊營造,慕樺建築行銷,SC,朝東南,平面式49個、無充電樁,1:1.11,住家用,第三種住宅區,暫無,李天鐸建築師事務所,李天鐸建築師事務所,李天鐸建築師事務所,1幢，1棟，44戶住家,"地上17層,地下4層",台北市信義區嘉興街288號,廚具：Nolte衛浴：KOHLER五金：Hansgrohe其他：YKK氣密窗(AP等級)、LIEBHERR內嵌式冰箱、100*100RAK精品磁磚、三菱全熱交換器、三菱冷氣,https://market.591.com.tw/104167,53,2022-10-26,market
信義區,NA,112,松德88,227.0,122,54.0,300,35,1,14,3,46,1,37,38,NA,NA,NA,玉承欣國際,郭秋利建築師事務所,待定,華磐國際,RC,朝北、朝南、朝西北、朝東南,平面式1個、機械式37個、無充電樁,1:0.83,住商用,第三之一種住宅區,150元/坪/月,郭秋利建築師事務所,王文亞設計師,原長燈光,1幢，1棟，42戶住家，4戶店面,"地上14層,地下3層",台北市信義區松德路88號,耶魯智慧門鎖、YKK氣密窗、VAF智慧淨流宅系統、KOHLER衛浴、HANSGROHE五金、長庚生物科技諧振活化水,https://market.591.com.tw/3669617,54,2022-10-27,market
信義區,NA,112,信義藏豐,71.0,31,45.0,225,39,1,8,2,14,0,10,10,NA,NA,NA,君壘建設,林逵焜建築師事務所,寶錸營造,自售,RC,朝西南,機械式10個、無充電樁,1:0.71,住商用,第三種住宅區,130元/坪/月,NA,NA,NA,1幢，1棟，13戶住家，1戶店面,"地上8層,地下2層",台北市信義區吳興街220巷37弄,採用高級隔熱玻璃可阻擋98%的紫外線廚具採用日本YAMAHA集團Toclas名廚,https://market.591.com.tw/3676628,54,2022-10-26,market
信義區,107,隨時交屋,森業永春,1093.0,488,44.7,560,31,3,21、15、15,6,282,334,0,334,NA,107建字第0029號,NA,森業營造,梁正芳建築師事務所,森業營造,巨天不動產,SC鋼骨結構,朝北、朝南、朝西、朝東,平面式334個,1:1.18,住商用,第三種商業區(特)(原住三住三之一),120元/坪/月,無,無,無,3棟，250戶住家，32戶店面,地上21、15、15層，地下6層,台北市信義區忠孝東路五段469號,待定。,https://newhouse.591.com.tw/118697/detail,84,2022-10-26,newhouse
信義區,NA,111,采吉,453.0,201,44.5,225,34,2,12,3,62,73,0,73,NA,NA,NA,美亞鋼管廠/鼎邦開發,陳肇勳建築師事務所,久松營造,海鉅開發,RC,朝東,平面式73個、無充電樁,1:1.06,住商用,第三種住宅區,100元/戶/月,NA,如榆設計,袁宗南照明設計事務所,1幢，2棟，62戶住家,"地上12層,地下3層",台北市信義區永吉路225巷7弄7號,Leicht廚具、TOTO衛浴、Grohe五金、YKK氣密窗,https://market.591.com.tw/3681753,52,2022-10-27,market
信義區,NA,111,全盈信義,63.0,28,45.0,225,40,1,6,1,11,0,6,6,NA,NA,NA,全盈建設,秦國璋建築事務所,隆豪營造,自售,RC,朝東,機械式6個、無充電樁,1:0.55,住家用,第三種住宅區,130元/戶/月,NA,NA,NA,1棟，11戶住家,"地上6層,地下1層",台北市信義區忠孝東路5段790巷22弄,RC鋼筋混凝土，廚具：林內，衛浴：TOTO，電子門鎖3合1,https://market.591.com.tw/103321,53,2022-10-27,market
信義區,106,隨時交屋,御松軒,172.0,51,29.7,120,31,1,5,1,5,3,4,7,NA,106建字第0130號,NA,琨豐建設,上群聯合建築師事務所,台灣松下營造,宇鳴國際,RC鋼筋混凝土結構,朝北、朝東北,平面式3個、機械式4個,1:1.4,住家用,第二種住宅區,60元/坪/月,無,無,無,1幢，1棟，5戶住家,地上5層，地下1層,台北市信義區紫雲街38號,水泥：力泰水泥3500磅窗戶：YKK氣密窗+中空複層玻璃5m+6M(中空)+5m玄關門：1樓子母式防暴防火金屬門、2樓防暴防火金屬門+美國KWIKSET電子密碼鎖(三合一)給水：不锈鋼金屬管(當層筏門控制)排水：預留廚房(1組)、衛浴(2組)社區門禁：德國BOSCH門禁管制系統電梯：三菱12人座-卡片樓層控管機車位：管委會分配使用,https://newhouse.591.com.tw/128734/detail,82,2022-10-26,newhouse
信義區,NA,110,信義之森,412.0,144,35.0,120,36,2,5,2,33,27,0,27,NA,NA,NA,群欣建設、聖得福建設,周夢龍(周夢龍建築師事務所),盛德營造,自售,RC,朝西、朝西北,平面式27個、無充電樁,1:0.82,住家用,第二種住宅區,90元/戶/月,PGA建築事務所,PGA建築事務所,PGA建築事務所,1幢，2棟，33戶住家,"地上5層,地下2層",台北市信義區信安街103巷8號,廚具櫻花系列：檯面爐、抽油煙機、烘碗機、水槽龍頭、淨水器衛浴TOTO系列：全自動馬桶、下崁臉盆、淋浴龍頭、五金置架。四合一暖風機、氣密窗、膠合安全玻璃、鑄鋁防爆門、電子密碼鎖,https://market.591.com.tw/3667185,54,2022-10-26,market
信義區,NA,110,信義Joyce,198.0,89,45.0,225,38,1,12,3,70,0,59,59,NA,NA,NA,新北建設,王承熹,暫無,聯碩地產,RC,朝西、朝南,機械式59個、無充電樁,1:0.84,住家用,第三種住宅區,4660元/戶/月,境業設計工程-陳志宏建築師,境業設計工程-陳志宏建築師,NA,1棟，68戶住家，2戶店面,"地上12層,地下3層",台北市信義區松信路與市民大道六段交叉口,待定。,https://market.591.com.tw/35594,53,2022-10-27,market
內湖區,111,115,國泰蒔美,528.0,192,36.4,住商混合區,30.48,1,15,4,70,66,0,66,4,111建字第0123號,4,國泰建設,王克誠建築師事務所,待定,創意家行銷,RC鋼筋混凝土結構,朝西北、朝東南,平面式66個、預留充電樁管線,1:0.94,住商用,住商混合區(為容積接受區),150元/坪/月,木荷作庭-孫培強,木荷作庭-孫培強,汪用九,1幢，1棟，67戶住家，3戶店面,地上15層，地下4層,台北市內湖區行善路、行善路281巷交叉口,依現場為主,https://newhouse.591.com.tw/129462/detail,82,2022-10-27,newhouse
內湖區,111,115,岳泰峰山,307.0,135,44.25,225,34.33,1,11,3,40,32,0,32,4,111建字第0228號,4,岳泰建設,何鴻志建築師事務所,鵬霖營造(甲級),創意家行銷,RC鋼筋混凝土結構,朝南、朝西、朝東,平面式32個,1:0.8,住家用,第三種住宅區,待定,何鴻志建築師事務所,何鴻志建築師事務所,騰雲設計,1幢，1棟，40戶住家,地上11層，地下3層,台北市內湖區康寧路一段156巷59號旁,RC耐震設計，強化15%可抗6級震耐震衛浴馬桶臉盆TOTO龍頭五金德國KLUDI凱勤廚具進口FENIX面板BLUM鋁抽、絞鍊、林內三機地板冠軍80*80拋光石或美國johnsonhardwood石塑地板樓板18cm,https://newhouse.591.com.tw/128753/detail,82,2022-10-27,newhouse
內湖區,111,115,岳泰峰?,307.0,135,44.25,225,34.33,1,11,3,40,32,0,32,4,111建字第0228號,4,岳泰建設,何鴻志建築師事務所,鵬霖營造(甲級),創意家行銷,RC鋼筋混凝土結構,朝南、朝西、朝東,平面式32個,1:0.8,住家用,第三種住宅區,待定,何鴻志建築師事務所,何鴻志建築師事務所,騰雲設計,1幢，1棟，40戶住家,地上11層，地下3層,台北市內湖區康寧路一段156巷59號旁,RC耐震設計，強化15%可抗6級震耐震衛浴馬桶臉盆TOTO龍頭五金德國KLUDI凱勤廚具進口FENIX面板BLUM鋁抽、絞鍊、林內三機地板冠軍80*80拋光石或美國johnsonhardwood石塑地板樓板18cm,https://newhouse.591.com.tw/128753/detail,81,2022-10-27,newhouse
內湖區,111,116,蓮園心邑,551.0,192,34.99,120,35.5,1,10,3,58,58,0,58,5,111建字第0098號,5,蓮園建設,許玄明建築師事務所、黃書恆建築師事務所,待定,賦盈廣告行銷,RC鋼筋混凝土結構,朝西北、朝東南,平面式58個,1:1,住家用,第二種住宅區，第二之一種住宅區,150元/坪/月,清奇空間設計,清奇空間設計,清奇空間設計,1幢，1棟，58戶住家,地上10層，地下3層,台北市內湖區石潭段228-1、225-2地號,廚具：oddo櫥櫃、林內爐具、林內抽油煙機、林內烘碗機(2房)、TEKA烤箱(3房)、伊萊克斯Electrolux洗碗機(3房.2+1房)。衛浴：TOTO馬桶、TOTO面盆、Grohe龍頭。其他：YKK6+6mm膠合氣密窗、studor正負壓調節、VAF淨流系統。,https://newhouse.591.com.tw/129118/detail,81,2022-10-26,newhouse
內湖區,NA,114,基泰碧湖,338.0,150,44.49,225,37,1,15,3,81,56,0,56,NA,NA,NA,基泰建設,王德生建築師事務所,暫無,甲桂林廣告,RC,朝西北、朝西南、朝東南,平面式56個、預留管線,1:0.69,住商用,第三種住宅區、第三之一種住宅區,2448元/戶/月,NA,NA,NA,1幢，1棟，80戶住家，1戶店面,"地上15層,地下3層",台北市內湖區內湖路一段741號旁,依現場為主,https://market.591.com.tw/5868367,54,2022-10-26,market
內湖區,110,114,輕山敘,172.0,57,33.28,120,32.3,1,7,1,12,13,0,13,4,110建字第0290號,4,姮興開發,洪新發建築師事務所,吉興營造,天廈廣告,RC,朝南,平面式13個、無充電樁,1:1,住商用,第二種住宅區,120元/坪/月,待定,待定,待定,1幢，1棟，12戶住家,"地上7層,地下1層",台北市內湖區環山路二段50巷14弄19、21號,齊步專利隔熱牆、KEIM凱恩天然礦物塗料、YKKAP水密窗、台玻20mm複層中空Low-E玻璃、Poll-tex防霾透氣紗網、GROHE及Villeroy&Boch衛浴、oddo雅登廚具、Silestone西班牙賽麗石廚房檯面、Meister超耐磨木地板,https://market.591.com.tw/104868,53,2022-10-27,market
內湖區,NA,112,麗湖嵐天,155.0,54,34.99,120,36.5,1,5,1,12,0,8,8,NA,NA,NA,邑軒建設,曹方維建築師事務所,待定,文樺行銷,RC,朝北、朝南,機械式8個、無充電樁,1:0.67,住家用,第二種住宅區,暫無,NA,NA,NA,1幢，1棟，12戶住家,"地上5層,地下1層",台北市內湖區金湖路347巷88號旁,國際牌櫥櫃、林內抽油煙機、瓦斯爐、烘碗機；Hansgrohe花灑、溫控龍頭；SPC地板、輕質系統隔音磚。,https://market.591.com.tw/5470634,54,2022-10-27,market
