鄉鎮市區,交易標的,土地位置建物門牌,都市土地使用分區,交易年月日,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物現況格局-隔間,車位類別,備註,File,土地移轉坪數,建物移轉坪數,車位移轉坪數,地址,台北市,戶別,建物+車位移轉數,每坪單價(萬),總價(萬),車位總價(萬),幾房,幾廳,幾衛,車位,車位單價(萬),交易年,交易月,MRT,MRT_DIST,MRT_Tput_UL,MRT_Commute_Time_UL,MRT_Tput_DL,MRT_Tput,sku_dist,sku_name,sku_109_total,sku_public,lat,log,建案名稱,棟及號,屋齡,coor,MRT_ave,SKU_ave,coor_ave,DIST_ave,Latest
文山區,房地(土地+建物)+車位,台北市文山區木柵路一段209號,住,1101211,18,27,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,雨遮不計價。,a_lvr_land_b_111_0201.csv,10.03,51.61,9.5,文山區木柵路一段209號,1,B棟B2-18F號,61.11,75.41,4137,245,3,2,2,1,245,110,12,G線_大坪林站,1128.0,3124.0,20.96,1585.0,-1539.0,161.0,永建國小,597.0,1.0,24.98787,121.55161,元利森活莊園,B棟B2-18F號,0,121.55161_24.98787,72.14,72.81,72.81,68.02,1.0
大安區,房地(土地+建物)+車位,台北市大安區臥龍街,住,1101211,15,23,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,,a_lvr_land_b_111_0201.csv,4.15,29.869999999999997,11.54,大安區臥龍街,1,A5號,41.41,97.67,3218,300,2,1,1,1,300,110,12,BR線_麟光站,183.0,876.0,17.13,1870.0,994.0,773.0,大安國小,1199.0,1.0,25.01854,121.55659,潤泰大安富陽,A5號,0,121.55659_25.01854,84.29,84.34,97.65,123.57,1.0
大同區,房地(土地+建物)+車位,台北市大同區延平北路二段及歸綏街口,商,1101211,12,12,住宅大樓(11層含以上有電梯),住家用,RC,,有,升降機械,露台面積4.8平方米約定專用。,a_lvr_land_b_111_0201.csv,5.34,50.44,3.57,大同區延平北路二段及歸綏街口,1,A-12F號,54.01,74.75,3980,210,3,2,2,1,210,110,12,O線_大橋頭站,339.0,1612.0,14.66,1492.0,-120.0,72.0,永樂國小,616.0,1.0,25.06064,121.51133,金瑞山,A-12F號,0,121.51133_25.06064,64.33,74.75,74.75,79.43,1.0
大安區,房地(土地+建物)+車位,台北市大安區臥龍街,住,1101211,6,23,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,,a_lvr_land_b_111_0201.csv,4.3,31.43,11.54,大安區臥龍街,1,A1號,42.97,92.31,3202,300,2,1,2,1,300,110,12,BR線_麟光站,183.0,876.0,17.13,1870.0,994.0,773.0,大安國小,1199.0,1.0,25.01854,121.55659,潤泰大安富陽,A1號,0,121.55659_25.01854,84.29,84.34,97.65,123.57,1.0
文山區,房地(土地+建物)+車位,台北市文山區木柵路一段209號,住,1101211,22,27,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,雨遮不計價。,a_lvr_land_b_111_0201.csv,10.03,51.61,8.0,文山區木柵路一段209號,1,A棟A2-22F號,59.61,78.57,4335,280,3,2,2,1,280,110,12,G線_大坪林站,1128.0,3124.0,20.96,1585.0,-1539.0,161.0,永建國小,597.0,1.0,24.98787,121.55161,元利森活莊園,A棟A2-22F號,0,121.55161_24.98787,72.14,72.81,72.81,68.02,1.0
大安區,房地(土地+建物)+車位,台北市大安區臥龍街,住,1101211,6,23,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,,a_lvr_land_b_111_0211.csv,4.3,31.43,11.54,大安區臥龍街,1,A1號,42.97,92.31,3202,300,2,1,2,1,300,110,12,BR線_麟光站,183.0,876.0,17.13,1870.0,994.0,773.0,大安國小,1199.0,1.0,25.01854,121.55659,潤泰大安富陽,A1號,0,121.55659_25.01854,84.29,84.34,97.65,123.57,1.0
文山區,房地(土地+建物)+車位,台北市文山區木柵路一段209號,住,1101211,18,27,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,雨遮不計價。,a_lvr_land_b_111_0211.csv,10.03,51.61,9.5,文山區木柵路一段209號,1,B棟B2-18F號,61.11,75.41,4137,245,3,2,2,1,245,110,12,G線_大坪林站,1128.0,3124.0,20.96,1585.0,-1539.0,161.0,永建國小,597.0,1.0,24.98787,121.55161,元利森活莊園,B棟B2-18F號,0,121.55161_24.98787,72.14,72.81,72.81,68.02,1.0
大同區,房地(土地+建物)+車位,台北市大同區承德路二段146號,住,1101211,4,24,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,雨遮不計價,a_lvr_land_b_111_0211.csv,4.64,47.120000000000005,11.15,大同區承德路二段146號,1,B棟3號,58.27,94.24,4670,230,3,2,2,1,230,110,12,R線_民權西路站,352.0,1668.0,12.98,2928.0,1260.0,139.0,雙蓮國小,968.0,1.0,25.05976,121.518,城心曜曜,B棟3號,0,121.518_25.05976,92.3,90.59,102.44,79.43,1.0
文山區,房地(土地+建物)+車位,台北市文山區木柵路一段209號,住,1101211,4,27,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,雨遮不計價。,a_lvr_land_b_111_0211.csv,13.02,66.97,17.0,文山區木柵路一段209號,1,B棟B1-4F號,83.97,73.14,5338,440,4,2,3,2,220,110,12,G線_大坪林站,1128.0,3124.0,20.96,1585.0,-1539.0,161.0,永建國小,597.0,1.0,24.98787,121.55161,元利森活莊園,B棟B1-4F號,0,121.55161_24.98787,72.14,72.81,72.81,68.02,1.0
萬華區,房地(土地+建物)+車位,台北市萬華區西園路二段261巷,住,1101211,10,14,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,,a_lvr_land_b_111_0201.csv,4.8,24.709999999999997,8.7,萬華區西園路二段261巷,1,C-10F號,33.41,59.19,1642,180,2,2,1,1,180,110,12,BL線_龍山寺站,1311.0,3511.0,16.12,2877.0,-634.0,594.0,東園國小,686.0,1.0,25.02576,121.49271,萬大境,C-10F號,0,121.49271_25.02576,64.23,58.09,58.22,68.45,1.0
文山區,房地(土地+建物)+車位,台北市文山區木柵路一段209號,住,1101211,22,27,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,雨遮不計價。,a_lvr_land_b_111_0211.csv,10.03,51.61,8.0,文山區木柵路一段209號,1,A棟A2-22F號,59.61,78.57,4335,280,3,2,2,1,280,110,12,G線_大坪林站,1128.0,3124.0,20.96,1585.0,-1539.0,161.0,永建國小,597.0,1.0,24.98787,121.55161,元利森活莊園,A棟A2-22F號,0,121.55161_24.98787,72.14,72.81,72.81,68.02,1.0
大安區,房地(土地+建物)+車位,台北市大安區臥龍街,住,1101211,15,23,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,,a_lvr_land_b_111_0211.csv,4.15,29.869999999999997,11.54,大安區臥龍街,1,A5號,41.41,97.67,3218,300,2,1,1,1,300,110,12,BR線_麟光站,183.0,876.0,17.13,1870.0,994.0,773.0,大安國小,1199.0,1.0,25.01854,121.55659,潤泰大安富陽,A5號,0,121.55659_25.01854,84.29,84.34,97.65,123.57,1.0
南港區,房地(土地+建物)+車位,台北市南港區東新里興南街,住,1101210,7,26,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,預售屋雨遮計坪不計價,a_lvr_land_b_111_0201.csv,2.97,22.229999999999997,7.1,南港區東新里興南街,1,A棟A6-7F號,29.33,88.1,2288,330,2,2,1,1,330,110,12,BL線_南港站,679.0,2427.0,13.94,3256.0,829.0,334.0,東新國小,556.0,1.0,25.05771,121.60443,擎天森林,A棟A6-7F號,0,121.60443_25.05771,86.71,88.32,86.13,86.24,1.0
文山區,房地(土地+建物)+車位,台北市文山區木柵路一段209號,住,1101210,19,27,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,雨遮不計價。,a_lvr_land_b_111_0121.csv,11.83,60.8,8.5,文山區木柵路一段209號,1,B棟B3-19F號,69.3,72.94,4710,275,3,2,3,1,275,110,12,G線_大坪林站,1128.0,3124.0,20.96,1585.0,-1539.0,161.0,永建國小,597.0,1.0,24.98787,121.55161,元利森活莊園,B棟B3-19F號,0,121.55161_24.98787,72.14,72.81,72.81,68.02,0.0
文山區,房地(土地+建物)+車位,台北市文山區木柵路一段209號,住,1101210,20,27,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,雨遮不計價。,a_lvr_land_b_111_0121.csv,10.03,51.61,8.5,文山區木柵路一段209號,1,A棟A2-20F號,60.11,77.73,4287,275,3,2,2,1,275,110,12,G線_大坪林站,1128.0,3124.0,20.96,1585.0,-1539.0,161.0,永建國小,597.0,1.0,24.98787,121.55161,元利森活莊園,A棟A2-20F號,0,121.55161_24.98787,72.14,72.81,72.81,68.02,0.0
南港區,房地(土地+建物)+車位,台北市南港區東新里興南街,住,1101210,7,26,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,預售屋雨遮計坪不計價,a_lvr_land_b_111_0121.csv,2.97,22.229999999999997,7.1,南港區東新里興南街,1,A棟A6-7F號,29.33,88.1,2288,330,2,2,1,1,330,110,12,BL線_南港站,679.0,2427.0,13.94,3256.0,829.0,334.0,東新國小,556.0,1.0,25.05771,121.60443,擎天森林,A棟A6-7F號,0,121.60443_25.05771,86.71,88.32,86.13,86.24,0.0
文山區,房地(土地+建物)+車位,台北市文山區木柵路一段209號,住,1101210,15,27,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,雨遮不計價。,a_lvr_land_b_111_0121.csv,10.03,51.61,9.5,文山區木柵路一段209號,1,B棟B2-15F號,61.11,74.88,4130,265,3,2,2,1,265,110,12,G線_大坪林站,1128.0,3124.0,20.96,1585.0,-1539.0,161.0,永建國小,597.0,1.0,24.98787,121.55161,元利森活莊園,B棟B2-15F號,0,121.55161_24.98787,72.14,72.81,72.81,68.02,0.0
文山區,房地(土地+建物)+車位,台北市文山區木柵路一段209號,住,1101210,15,27,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,雨遮不計價。,a_lvr_land_b_111_0211.csv,10.03,51.61,9.5,文山區木柵路一段209號,1,B棟B2-15F號,61.11,74.88,4130,265,3,2,2,1,265,110,12,G線_大坪林站,1128.0,3124.0,20.96,1585.0,-1539.0,161.0,永建國小,597.0,1.0,24.98787,121.55161,元利森活莊園,B棟B2-15F號,0,121.55161_24.98787,72.14,72.81,72.81,68.02,1.0
文山區,房地(土地+建物)+車位,台北市文山區木柵路一段209號,住,1101210,19,27,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,雨遮不計價。,a_lvr_land_b_111_0211.csv,11.83,60.8,8.5,文山區木柵路一段209號,1,B棟B3-19F號,69.3,72.94,4710,275,3,2,3,1,275,110,12,G線_大坪林站,1128.0,3124.0,20.96,1585.0,-1539.0,161.0,永建國小,597.0,1.0,24.98787,121.55161,元利森活莊園,B棟B3-19F號,0,121.55161_24.98787,72.14,72.81,72.81,68.02,1.0
大同區,房地(土地+建物)+車位,台北市大同區承德路二段146號,住,1101210,13,24,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,雨遮不計價,a_lvr_land_b_111_0211.csv,4.44,46.83,11.15,大同區承德路二段146號,1,A棟4號,57.98,102.29,5030,240,3,2,2,1,240,110,12,R線_民權西路站,352.0,1668.0,12.98,2928.0,1260.0,139.0,雙蓮國小,968.0,1.0,25.05976,121.518,城心曜曜,A棟4號,0,121.518_25.05976,92.3,90.59,102.44,79.43,1.0
文山區,房地(土地+建物)+車位,台北市文山區木柵路一段209號,住,1101210,20,27,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,雨遮不計價。,a_lvr_land_b_111_0211.csv,10.03,51.61,8.5,文山區木柵路一段209號,1,A棟A2-20F號,60.11,77.73,4287,275,3,2,2,1,275,110,12,G線_大坪林站,1128.0,3124.0,20.96,1585.0,-1539.0,161.0,永建國小,597.0,1.0,24.98787,121.55161,元利森活莊園,A棟A2-20F號,0,121.55161_24.98787,72.14,72.81,72.81,68.02,1.0
大同區,房地(土地+建物)+車位,台北市大同區承德路二段146號,住,1101210,13,24,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,雨遮不計價,a_lvr_land_b_111_0121.csv,4.44,46.83,11.15,大同區承德路二段146號,1,A棟4號,57.98,102.29,5030,240,3,2,2,1,240,110,12,R線_民權西路站,352.0,1668.0,12.98,2928.0,1260.0,139.0,雙蓮國小,968.0,1.0,25.05976,121.518,城心曜曜,A棟4號,0,121.518_25.05976,92.3,90.59,102.44,79.43,0.0
大安區,房地(土地+建物)+車位,台北市大安區和平東路一段167號,商,1101209,15,15,住宅大樓(11層含以上有電梯),住家用,RC,,有,升降機械,,a_lvr_land_b_111_0201.csv,2.06,27.02,3.89,大安區和平東路一段167號,1,A15號,30.91,133.99,4120,500,2,1,2,2,250,110,12,G線_台電大樓站,776.0,1722.0,15.24,1256.0,-466.0,406.0,新生國小,1104.0,1.0,25.02658,121.53173,久年銀座,A15號,0,121.53173_25.02658,131.03,133.16,125.59,123.57,1.0
南港區,房地(土地+建物)+車位,台北市南港區東新里興南街,住,1101208,16,26,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,預售屋雨遮計坪不計價,a_lvr_land_b_111_0201.csv,5.31,39.74,7.1,南港區東新里興南街,1,A棟A1-16F號,46.84,86.63,3772,330,3,2,2,1,330,110,12,BL線_南港站,679.0,2427.0,13.94,3256.0,829.0,334.0,東新國小,556.0,1.0,25.05771,121.60443,擎天森林,A棟A1-16F號,0,121.60443_25.05771,86.71,88.32,86.13,86.24,1.0
大同區,房地(土地+建物)+車位,台北市大同區承德路二段146號,住,1101208,18,24,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,雨遮不計價,a_lvr_land_b_111_0211.csv,6.46,66.08,11.15,大同區承德路二段146號,1,B棟2號,77.23,106.99,7330,260,3,2,2,1,260,110,12,R線_民權西路站,352.0,1668.0,12.98,2928.0,1260.0,139.0,雙蓮國小,968.0,1.0,25.05976,121.518,城心曜曜,B棟2號,0,121.518_25.05976,92.3,90.59,102.44,79.43,1.0
文山區,房地(土地+建物)+車位,台北市文山區指南路三段77巷,住,1101208,7,7,華廈(10層含以下有電梯),住家用,RC,,有,其他,,a_lvr_land_b_111_0211.csv,3.31,11.970000000000002,8.7,文山區指南路三段77巷,1,A2棟7F號,20.67,56.98,822,140,1,0,1,1,140,110,12,BR線_動物園站,1715.0,636.0,24.27,1642.0,1006.0,229.0,國立政大實小,323.0,1.0,24.9828,121.58036,政大爵鼎NO.2,A2棟7F號,0,121.58036_24.9828,57.55,57.55,57.59,68.02,1.0
萬華區,房地(土地+建物)+車位,台北市萬華區雙園里莒光路347巷,住,1101208,6,14,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,,a_lvr_land_b_111_0211.csv,4.72,27.08,10.29,萬華區雙園里莒光路347巷,1,甲棟C2-6F號,37.37,70.16,2170,270,2,2,2,1,270,110,12,BL線_龍山寺站,599.0,3511.0,16.12,2877.0,-634.0,130.0,雙園國小,608.0,1.0,25.03091,121.4971,中正城閱.,甲棟C2-6F號,0,121.4971_25.03091,64.23,74.5,71.75,68.45,1.0
文山區,房地(土地+建物)+車位,台北市文山區指南路三段77巷,住,1101207,6,8,華廈(10層含以下有電梯),住家用,RC,,有,其他,,a_lvr_land_b_111_0211.csv,3.57,13.540000000000001,6.99,文山區指南路三段77巷,1,A棟6F號,20.53,62.63,998,150,1,0,1,1,150,110,12,BR線_動物園站,1715.0,636.0,24.27,1642.0,1006.0,229.0,國立政大實小,323.0,1.0,24.9828,121.58036,政大爵鼎NO.1,A棟6F號,0,121.58036_24.9828,57.55,57.55,57.59,68.02,1.0
文山區,房地(土地+建物)+車位,台北市文山區指南路三段77巷,住,1101207,6,8,華廈(10層含以下有電梯),住家用,RC,,有,其他,,a_lvr_land_b_111_0211.csv,3.74,14.180000000000001,6.99,文山區指南路三段77巷,1,B棟6F號,21.17,62.66,1038,150,1,0,1,1,150,110,12,BR線_動物園站,1715.0,636.0,24.27,1642.0,1006.0,229.0,國立政大實小,323.0,1.0,24.9828,121.58036,政大爵鼎NO.1,B棟6F號,0,121.58036_24.9828,57.55,57.55,57.59,68.02,1.0
中山區,房地(土地+建物)+車位,台北市中山區興亞里吉林路14巷,住,1101207,12,14,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,,a_lvr_land_b_111_0201.csv,7.43,56.129999999999995,9.75,中山區興亞里吉林路14巷,1,A-12F號,65.88,137.41,8058,345,3,2,3,1,345,110,12,G線_松江南京站,386.0,1315.0,12.24,3369.0,2054.0,111.0,長安國小,576.0,1.0,25.05066,121.52965,序東騰,A-12F號,0,121.52965_25.05066,109.94,120.89,132.27,98.75,1.0
文山區,房地(土地+建物)+車位,台北市文山區指南路三段77巷,住,1101206,4,7,華廈(10層含以下有電梯),住家用,RC,,有,其他,,a_lvr_land_b_111_0211.csv,3.6,13.030000000000001,8.7,文山區指南路三段77巷,1,A1棟4F號,21.73,56.04,870,140,1,0,1,1,140,110,12,BR線_動物園站,1715.0,636.0,24.27,1642.0,1006.0,229.0,國立政大實小,323.0,1.0,24.9828,121.58036,政大爵鼎NO.2,A1棟4F號,0,121.58036_24.9828,57.55,57.55,57.59,68.02,1.0
文山區,房地(土地+建物)+車位,台北市文山區木柵路一段209號,住,1101206,14,27,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,雨遮不計價。,a_lvr_land_b_111_0211.csv,9.5,48.9,8.5,文山區木柵路一段209號,1,B棟B5-14F號,57.4,77.3,4000,220,3,2,2,1,220,110,12,G線_大坪林站,1128.0,3124.0,20.96,1585.0,-1539.0,161.0,永建國小,597.0,1.0,24.98787,121.55161,元利森活莊園,B棟B5-14F號,0,121.55161_24.98787,72.14,72.81,72.81,68.02,1.0
大同區,房地(土地+建物)+車位,台北市大同區承德路二段146號,住,1101206,20,24,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,雨遮不計價,a_lvr_land_b_111_0211.csv,4.34,45.96,11.15,大同區承德路二段146號,1,A棟4號,57.11,108.79,5239,240,3,2,2,1,240,110,12,R線_民權西路站,352.0,1668.0,12.98,2928.0,1260.0,139.0,雙蓮國小,968.0,1.0,25.05976,121.518,城心曜曜,A棟4號,0,121.518_25.05976,92.3,90.59,102.44,79.43,1.0
文山區,房地(土地+建物)+車位,台北市文山區木柵路一段209號,住,1101205,19,27,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,雨遮不計價。,a_lvr_land_b_111_0211.csv,9.5,48.9,8.5,文山區木柵路一段209號,1,B棟B5-19F號,57.4,78.22,4080,255,3,2,2,1,255,110,12,G線_大坪林站,1128.0,3124.0,20.96,1585.0,-1539.0,161.0,永建國小,597.0,1.0,24.98787,121.55161,元利森活莊園,B棟B5-19F號,0,121.55161_24.98787,72.14,72.81,72.81,68.02,1.0
萬華區,房地(土地+建物)+車位,台北市萬華區康定路143號,商,1101205,11,15,住宅大樓(11層含以上有電梯),住家用,RC,,有,升降機械,車位編號:12,a_lvr_land_b_111_0211.csv,1.32,19.91,3.18,萬華區康定路143號,1,D-11F號,23.09,68.08,1536,180,2,1,1,1,180,110,12,BL線_龍山寺站,417.0,3511.0,16.12,2877.0,-634.0,125.0,老松國小,479.0,1.0,25.03891,121.50192,西門H,D-11F號,0,121.50192_25.03891,64.23,65.32,65.29,68.45,1.0
文山區,房地(土地+建物)+車位,台北市文山區福興路97號,住,1101205,2,5,華廈(10層含以下有電梯),住家用,RC,,有,其他,,a_lvr_land_b_111_0211.csv,24.09,19.880000000000003,6.15,文山區福興路97號,1,C棟1號,26.03,56.34,1280,160,2,1,1,1,160,110,12,BR線_辛亥站,790.0,817.0,17.99,2794.0,1977.0,498.0,興隆國小,683.0,1.0,25.00618,121.54914,蔚來之森,C棟1號,0,121.54914_25.00618,59.69,61.94,59.69,68.02,1.0
萬華區,房地(土地+建物)+車位,台北市萬華區漢中街156號,商,1101205,14,15,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,,a_lvr_land_b_111_0121.csv,4.09,51.42,11.19,萬華區漢中街156號,1,A棟A5-14F號,62.61,83.71,4599,295,3,2,2,1,295,110,12,G線_西門站,221.0,4225.0,12.92,3410.0,-815.0,371.0,西門國小,499.0,1.0,25.04126,121.50662,榮耀西門,A棟A5-14F號,0,121.50662_25.04126,75.99,77.46,77.75,68.45,0.0
士林區,房地(土地+建物)+車位,台北市士林區中山北路六段405巷45弄8-10號,住,1101204,6,14,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,,a_lvr_land_b_111_0201.csv,7.43,52.27,10.01,士林區中山北路六段405巷45弄8-10號,1,C-6F號,62.28,103.59,5730,315,3,2,2,1,315,110,12,R線_石牌站,1111.0,3618.0,20.26,1855.0,-1763.0,353.0,士東國小,1023.0,1.0,25.11606,121.52613,璞知溪,C-6F號,0,121.52613_25.11606,87.4,108.87,103.58,82.62,1.0
士林區,房地(土地+建物)+車位,台北市士林區中山北路六段405巷45弄8-10號,住,1101204,3,14,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,,a_lvr_land_b_111_0201.csv,7.43,52.27,10.01,士林區中山北路六段405巷45弄8-10號,1,C-3F號,62.28,100.62,5565,305,3,2,2,1,305,110,12,R線_石牌站,1111.0,3618.0,20.26,1855.0,-1763.0,353.0,士東國小,1023.0,1.0,25.11606,121.52613,璞知溪,C-3F號,0,121.52613_25.11606,87.4,108.87,103.58,82.62,1.0
文山區,房地(土地+建物)+車位,台北市文山區福興路97號,住,1101204,2,5,華廈(10層含以下有電梯),住家用,RC,,有,其他,,a_lvr_land_b_111_0211.csv,30.2,24.740000000000002,6.15,文山區福興路97號,1,D棟1號,30.89,59.31,1627,160,2,2,1,1,160,110,12,BR線_辛亥站,790.0,817.0,17.99,2794.0,1977.0,498.0,興隆國小,683.0,1.0,25.00618,121.54914,蔚來之森,D棟1號,0,121.54914_25.00618,59.69,61.94,59.69,68.02,1.0
文山區,房地(土地+建物)+車位,台北市文山區木柵路一段209號,住,1101204,6,27,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,雨遮不計價。,a_lvr_land_b_111_0211.csv,12.64,65.03,16.5,文山區木柵路一段209號,1,B棟B1-6F號,81.53,74.68,5286,430,4,2,3,2,215,110,12,G線_大坪林站,1128.0,3124.0,20.96,1585.0,-1539.0,161.0,永建國小,597.0,1.0,24.98787,121.55161,元利森活莊園,B棟B1-6F號,0,121.55161_24.98787,72.14,72.81,72.81,68.02,1.0
文山區,房地(土地+建物)+車位,台北市文山區木柵路一段209號,住,1101204,8,27,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,雨遮不計價。,a_lvr_land_b_111_0211.csv,11.63,59.769999999999996,17.0,文山區木柵路一段209號,1,B棟B6-8F號,76.77,78.8,5260,550,3,2,3,2,275,110,12,G線_大坪林站,1128.0,3124.0,20.96,1585.0,-1539.0,161.0,永建國小,597.0,1.0,24.98787,121.55161,元利森活莊園,B棟B6-8F號,0,121.55161_24.98787,72.14,72.81,72.81,68.02,1.0
