鄉鎮市區,交易標的,土地位置建物門牌,都市土地使用分區,交易年月日,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物現況格局-隔間,車位類別,備註,File,土地移轉坪數,建物移轉坪數,車位移轉坪數,地址,台北市,戶別,建物+車位移轉數,每坪單價(萬),總價(萬),車位總價(萬),幾房,幾廳,幾衛,車位,車位單價(萬),交易年,交易月,MRT,MRT_DIST,MRT_Tput_UL,MRT_Commute_Time_UL,MRT_Tput_DL,MRT_Tput,sku_dist,sku_name,sku_109_total,sku_public,lat,log,建案名稱,棟及號,屋齡,coor,MRT_ave,SKU_ave,coor_ave,DIST_ave,Latest
萬華區,房地(土地+建物)+車位,台北市萬華區孝德里德昌街,住,1081116,13,13,住宅大樓(11層含以上有電梯),住家用,RC,,有,其他,雨遮不計價本案露台不計價9.58平方米,a_lvr_land_b_111_0121.csv,4.62,28.630000000000003,4.33,萬華區孝德里德昌街,1,B棟B2-13F號,32.96,55.54,1760,170,3,2,2,1,170,108,11,BL線_龍山寺站,1169.0,3511.0,16.12,2877.0,-634.0,211.0,西園國小,803.0,1.0,25.02536,121.50041,幸褔安家,B棟B2-13F號,0,121.50041_25.02536,64.23,52.84,52.84,68.45,0.0
萬華區,房地(土地+建物)+車位,台北市萬華區孝德里德昌街,住,1081113,7,13,住宅大樓(11層含以上有電梯),住家用,RC,,有,其他,雨遮不計價本案露台不計價8.33平方米,a_lvr_land_b_111_0121.csv,4.28,26.54,4.33,萬華區孝德里德昌街,1,A棟A1-7F號,30.87,53.88,1600,170,3,2,2,1,170,108,11,BL線_龍山寺站,1169.0,3511.0,16.12,2877.0,-634.0,211.0,西園國小,803.0,1.0,25.02536,121.50041,幸褔安家,A棟A1-7F號,0,121.50041_25.02536,64.23,52.84,52.84,68.45,0.0
萬華區,房地(土地+建物)+車位,台北市萬華區孝德里德昌街,住,1081110,10,13,住宅大樓(11層含以上有電梯),住家用,RC,,有,其他,雨遮不計價本案露台不計價4.99平方米,a_lvr_land_b_111_0121.csv,5.15,31.9,4.33,萬華區孝德里德昌街,1,B棟B1-10F號,36.23,53.91,1890,170,3,2,2,1,170,108,11,BL線_龍山寺站,1169.0,3511.0,16.12,2877.0,-634.0,211.0,西園國小,803.0,1.0,25.02536,121.50041,幸褔安家,B棟B1-10F號,0,121.50041_25.02536,64.23,52.84,52.84,68.45,0.0
大同區,房地(土地+建物)+車位,台北市大同區迪化街二段172巷,住,1081110,14,15,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,,a_lvr_land_b_111_0211.csv,3.54,24.92,9.71,大同區迪化街二段172巷,1,A9-14F號,34.63,60.81,1720,205,2,2,1,1,205,108,11,O線_大橋頭站,537.0,1612.0,14.66,1492.0,-120.0,268.0,延平國小,430.0,1.0,25.06725,121.51015,吉美樂河,A9-14F號,0,121.51015_25.06725,64.33,57.13,57.13,79.43,1.0
北投區,房地(土地+建物)+車位,台北市北投區中和街219-1號,商,1081109,2,13,住宅大樓(11層含以上有電梯),住家用,RC,,有,塔式車位,,A_lvr_land_B_110_S3.csv,2.43,25.490000000000002,2.86,北投區中和街219-1號,1,X戶,28.35,51.67,1467,150,2,2,1,1,150,108,11,R線_新北投站,328.0,463.0,27.78,574.0,111.0,350.0,私立薇閣小學,1536.0,0.0,25.13921,121.50115,公園大院-樂活館,,0,121.50115_25.13921,55.87,54.93,54.93,66.9,1.0
萬華區,房地(土地+建物)+車位,台北市萬華區孝德里德昌街,住,1081109,12,13,住宅大樓(11層含以上有電梯),住家用,RC,,有,其他,雨遮不計價本案露台不計價7.01平方米,a_lvr_land_b_111_0121.csv,5.34,33.11,4.33,萬華區孝德里德昌街,1,B棟B2-12F號,37.44,53.76,1950,170,3,2,2,1,170,108,11,BL線_龍山寺站,1169.0,3511.0,16.12,2877.0,-634.0,211.0,西園國小,803.0,1.0,25.02536,121.50041,幸褔安家,B棟B2-12F號,0,121.50041_25.02536,64.23,52.84,52.84,68.45,0.0
文山區,房地(土地+建物)+車位,台北市文山區興隆路三段304巷,住,1081108,4,14,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道機械,,A_lvr_land_B_110_S3.csv,5.87,35.03,5.26,文山區興隆路三段304巷,1,X戶,40.29,57.1,2100,100,2,2,2,1,100,108,11,BR線_萬芳醫院站,681.0,2174.0,19.59,2779.0,605.0,300.0,私立再興小學,1497.0,0.0,24.9932,121.55845,沐極,,0,121.55845_24.9932,61.7,59.07,59.07,68.02,1.0
北投區,房地(土地+建物)+車位,台北市北投區稻香路168號,住,1081108,4,5,華廈(10層含以下有電梯),住家用,RC,,有,坡道平面,雨遮未計價,A_lvr_land_B_110_S4.csv,18.53,35.23,10.53,北投區稻香路168號,1,A棟3號,45.76,49.57,1931,185,3,2,2,1,185,108,11,R線_復興崗站,751.0,780.0,22.71,744.0,-36.0,621.0,桃源國小,293.0,1.0,25.14365,121.48885,晴山學,A棟3號,0,121.48885_25.14365,48.72,48.72,48.72,66.9,1.0
北投區,房地(土地+建物)+車位,台北市北投區中和街219-1號,商,1081105,7,14,住宅大樓(11層含以上有電梯),住家用,RC,,有,塔式車位,,A_lvr_land_B_110_S3.csv,3.26,33.769999999999996,1.92,北投區中和街219-1號,1,X戶,35.69,52.42,1920,150,3,2,2,1,150,108,11,R線_新北投站,328.0,463.0,27.78,574.0,111.0,350.0,私立薇閣小學,1536.0,0.0,25.13921,121.50115,公園大院-森活館,,0,121.50115_25.13921,55.87,54.93,54.93,66.9,1.0
萬華區,房地(土地+建物)+車位,台北市萬華區西昌街,商,1081105,9,18,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,,a_lvr_land_b_111_0201.csv,1.87,23.46,8.47,萬華區西昌街,1,A2號,31.93,56.94,1571,235,2,2,1,1,235,108,11,BL線_龍山寺站,461.0,3511.0,16.12,2877.0,-634.0,298.0,老松國小,479.0,1.0,25.03992,121.5006,東騰元町,A2號,0,121.5006_25.03992,64.23,65.32,56.6,68.45,1.0
萬華區,房地(土地+建物)+車位,台北市萬華區西昌街,商,1081105,9,18,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,,a_lvr_land_b_111_0201.csv,1.87,23.46,8.47,萬華區西昌街,1,A2號,31.93,56.94,1571,235,2,2,1,1,235,108,11,BL線_龍山寺站,461.0,3511.0,16.12,2877.0,-634.0,298.0,老松國小,479.0,1.0,25.03992,121.5006,東騰元町,A2號,0,121.5006_25.03992,64.23,65.32,56.6,68.45,1.0
萬華區,房地(土地+建物)+車位,台北市萬華區西昌街,商,1081028,10,18,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,,a_lvr_land_b_111_0201.csv,1.87,23.46,8.47,萬華區西昌街,1,A2號,31.93,56.68,1570,240,2,2,1,1,240,108,10,BL線_龍山寺站,461.0,3511.0,16.12,2877.0,-634.0,298.0,老松國小,479.0,1.0,25.03992,121.5006,東騰元町,A2號,0,121.5006_25.03992,64.23,65.32,56.6,68.45,1.0
中山區,房地(土地+建物)+車位,台北市中山區埤頭里八德路二段146巷1弄6號,住,1081027,18,20,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,,A_lvr_land_B_110_S4.csv,14.11,90.55000000000001,36.46,中山區埤頭里八德路二段146巷1弄6號,1,A-18號,127.01,97.39,9808,990,3,2,3,3,330,108,10,BL線_忠孝新生站,579.0,1595.0,11.38,2940.0,1345.0,454.0,懷生國小,384.0,1.0,25.0457,121.53731,宏普頤和,A-18號,0,121.53731_25.0457,97.83,95.18,95.18,98.75,1.0
北投區,房地(土地+建物)+車位,台北市北投區榮華一路,住,1081026,4,10,華廈(10層含以下有電梯),住家用,RC,,有,升降機械,,A_lvr_land_B_110_S4.csv,5.5,28.15,10.56,北投區榮華一路,1,B-04F號,38.71,80.58,2468,200,3,2,1,1,200,108,10,R線_石牌站,889.0,3618.0,20.26,1855.0,-1763.0,169.0,私立奎山中學附小,393.0,0.0,25.11343,121.52382,榮華一鹿,B-04F號,0,121.52382_25.11343,87.4,84.99,82.33,66.9,1.0
松山區,房地(土地+建物)+車位,台北市松山區延壽街18巷19號,住,1081026,8,12,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,,A_lvr_land_B_110_S3.csv,7.78,58.06999999999999,10.0,松山區延壽街18巷19號,1,X戶,68.07,90.32,5520,275,3,2,3,1,275,108,10,G線_南京三民站,663.0,1898.0,16.56,2868.0,970.0,582.0,健康國小,1022.0,1.0,25.05651,121.56855,民生鉑月,,0,121.56855_25.05651,94.29,94.29,88.25,109.15,1.0
北投區,房地(土地+建物)+車位,台北市北投區榮華一路,住,1081026,5,10,華廈(10層含以下有電梯),住家用,RC,,有,升降機械,,A_lvr_land_B_110_S4.csv,6.58,34.169999999999995,10.56,北投區榮華一路,1,A-05F號,44.73,82.78,3028,200,3,2,2,1,200,108,10,R線_石牌站,889.0,3618.0,20.26,1855.0,-1763.0,169.0,私立奎山中學附小,393.0,0.0,25.11343,121.52382,榮華一鹿,A-05F號,0,121.52382_25.11343,87.4,84.99,82.33,66.9,1.0
文山區,房地(土地+建物)+車位,台北市文山區忠順街一段41巷20號,住,1081025,3,9,華廈(10層含以下有電梯),住家用,RC,,有,升降機械,,a_lvr_land_b_111_0121.csv,4.81,21.57,4.2,文山區忠順街一段41巷20號,1,C棟3F號,25.77,55.4,1345,150,1,1,1,1,150,108,10,BR線_萬芳醫院站,1616.0,2174.0,19.59,2779.0,605.0,171.0,實踐國小,692.0,1.0,24.98476,121.5589,文山晶硯,C棟3F號,0,121.5589_24.98476,61.7,56.17,56.17,68.02,0.0
萬華區,房地(土地+建物)+車位,台北市萬華區西昌街,商,1081022,4,18,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,,a_lvr_land_b_111_0201.csv,30.43,38.65,8.47,萬華區西昌街,1,A1號,47.12,49.88,2188,260,3,2,2,1,260,108,10,BL線_龍山寺站,461.0,3511.0,16.12,2877.0,-634.0,298.0,老松國小,479.0,1.0,25.03992,121.5006,東騰元町,A1號,0,121.5006_25.03992,64.23,65.32,56.6,68.45,1.0
文山區,房地(土地+建物)+車位,台北市文山區忠順街一段41巷16號,住,1081021,6,9,華廈(10層含以下有電梯),住家用,RC,,有,升降機械,,a_lvr_land_b_111_0121.csv,4.41,19.77,4.2,文山區忠順街一段41巷16號,1,B棟6F號,23.97,56.05,1258,150,1,1,1,1,150,108,10,BR線_萬芳醫院站,1616.0,2174.0,19.59,2779.0,605.0,171.0,實踐國小,692.0,1.0,24.98476,121.5589,文山晶硯,B棟6F號,0,121.5589_24.98476,61.7,56.17,56.17,68.02,0.0
萬華區,房地(土地+建物)+車位,台北市萬華區西昌街,商,1081020,14,18,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,,a_lvr_land_b_111_0201.csv,2.99,38.01,8.47,萬華區西昌街,1,A1號,46.48,59.98,2545,265,3,2,2,1,265,108,10,BL線_龍山寺站,461.0,3511.0,16.12,2877.0,-634.0,298.0,老松國小,479.0,1.0,25.03992,121.5006,東騰元町,A1號,0,121.5006_25.03992,64.23,65.32,56.6,68.45,1.0
北投區,房地(土地+建物)+車位,台北市北投區榮華一路,住,1081020,6,10,華廈(10層含以下有電梯),住家用,RC,,有,升降機械,,A_lvr_land_B_110_S4.csv,6.58,34.169999999999995,10.56,北投區榮華一路,1,A-06F號,44.73,84.24,3078,200,3,2,2,1,200,108,10,R線_石牌站,889.0,3618.0,20.26,1855.0,-1763.0,169.0,私立奎山中學附小,393.0,0.0,25.11343,121.52382,榮華一鹿,A-06F號,0,121.52382_25.11343,87.4,84.99,82.33,66.9,1.0
萬華區,房地(土地+建物)+車位,台北市萬華區西昌街,商,1081019,11,18,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,,a_lvr_land_b_111_0211.csv,2.18,27.43,8.47,萬華區西昌街,1,A8號,35.9,57.06,1815,250,2,2,1,1,250,108,10,BL線_龍山寺站,461.0,3511.0,16.12,2877.0,-634.0,298.0,老松國小,479.0,1.0,25.03992,121.5006,東騰元町,A8號,0,121.5006_25.03992,64.23,65.32,56.6,68.45,1.0
中山區,房地(土地+建物)+車位,台北市中山區五常街11巷7號,住,1081017,12,15,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,,A_lvr_land_B_110_S4.csv,5.61,36.73,11.5,中山區五常街11巷7號,1,C2-12F號,48.23,84.88,3388,270,3,2,2,1,270,108,10,O線_行天宮站,689.0,1706.0,13.84,2598.0,892.0,447.0,五常國小,1029.0,1.0,25.06475,121.53782,榮耀之星,C2-12F號,0,121.53782_25.06475,91.47,87.61,85.48,98.75,1.0
中山區,房地(土地+建物)+車位,台北市中山區埤頭里八德路二段146巷1弄6號,住,1081017,20,20,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,,A_lvr_land_B_110_S4.csv,18.9,122.03999999999999,36.46,中山區埤頭里八德路二段146巷1弄6號,1,A-20號,158.5,100.95,13400,1080,3,2,4,3,360,108,10,BL線_忠孝新生站,579.0,1595.0,11.38,2940.0,1345.0,454.0,懷生國小,384.0,1.0,25.0457,121.53731,宏普頤和,A-20號,0,121.53731_25.0457,97.83,95.18,95.18,98.75,1.0
中山區,房地(土地+建物)+車位,台北市中山區埤頭里八德路二段146巷1弄6號,住,1081016,10,20,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,,A_lvr_land_B_110_S4.csv,14.01,90.55,24.31,中山區埤頭里八德路二段146巷1弄6號,1,B-10號,114.86,88.93,8712,660,3,2,3,2,330,108,10,BL線_忠孝新生站,579.0,1595.0,11.38,2940.0,1345.0,454.0,懷生國小,384.0,1.0,25.0457,121.53731,宏普頤和,B-10號,0,121.53731_25.0457,97.83,95.18,95.18,98.75,1.0
中山區,房地(土地+建物)+車位,台北市中山區埤頭里八德路二段146巷1弄6號,住,1081015,2,20,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,,A_lvr_land_B_110_S4.csv,11.92,77.39,24.31,中山區埤頭里八德路二段146巷1弄6號,1,A-02號,101.7,93.8,8000,740,3,2,3,2,370,108,10,BL線_忠孝新生站,579.0,1595.0,11.38,2940.0,1345.0,454.0,懷生國小,384.0,1.0,25.0457,121.53731,宏普頤和,A-02號,0,121.53731_25.0457,97.83,95.18,95.18,98.75,1.0
中山區,房地(土地+建物)+車位,台北市中山區埤頭里八德路二段146巷1弄6號,住,1081013,17,20,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,,A_lvr_land_B_110_S4.csv,14.01,90.55,24.31,中山區埤頭里八德路二段146巷1弄6號,1,B-17號,114.86,91.83,9275,960,3,2,3,2,480,108,10,BL線_忠孝新生站,579.0,1595.0,11.38,2940.0,1345.0,454.0,懷生國小,384.0,1.0,25.0457,121.53731,宏普頤和,B-17號,0,121.53731_25.0457,97.83,95.18,95.18,98.75,1.0
中山區,房地(土地+建物)+車位,台北市中山區埤頭里八德路二段146巷1弄6號,住,1081013,17,20,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,,A_lvr_land_B_110_S4.csv,14.01,90.55,24.51,中山區埤頭里八德路二段146巷1弄6號,1,A-17號,115.06,91.83,9275,960,3,2,3,2,480,108,10,BL線_忠孝新生站,579.0,1595.0,11.38,2940.0,1345.0,454.0,懷生國小,384.0,1.0,25.0457,121.53731,宏普頤和,A-17號,0,121.53731_25.0457,97.83,95.18,95.18,98.75,1.0
中山區,房地(土地+建物)+車位,台北市中山區埤頭里八德路二段146巷1弄6號,住,1081013,19,20,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,,A_lvr_land_B_110_S4.csv,18.9,122.03999999999999,36.46,中山區埤頭里八德路二段146巷1弄6號,1,A-19號,158.5,106.9,14156,1110,3,2,4,3,370,108,10,BL線_忠孝新生站,579.0,1595.0,11.38,2940.0,1345.0,454.0,懷生國小,384.0,1.0,25.0457,121.53731,宏普頤和,A-19號,0,121.53731_25.0457,97.83,95.18,95.18,98.75,1.0
北投區,房地(土地+建物)+車位,台北市北投區榮華一路,住,1081012,5,10,華廈(10層含以下有電梯),住家用,RC,,有,升降機械,,A_lvr_land_B_110_S4.csv,5.5,28.15,10.56,北投區榮華一路,1,B-05F號,38.71,81.72,2500,200,3,2,1,1,200,108,10,R線_石牌站,889.0,3618.0,20.26,1855.0,-1763.0,169.0,私立奎山中學附小,393.0,0.0,25.11343,121.52382,榮華一鹿,B-05F號,0,121.52382_25.11343,87.4,84.99,82.33,66.9,1.0
大同區,房地(土地+建物)+車位,台北市大同區迪化街二段172巷,住,1081009,5,15,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,,a_lvr_land_b_111_0211.csv,6.39,45.339999999999996,9.71,大同區迪化街二段172巷,1,A6-05F號,55.05,55.27,2711,205,3,2,2,1,205,108,10,O線_大橋頭站,537.0,1612.0,14.66,1492.0,-120.0,268.0,延平國小,430.0,1.0,25.06725,121.51015,吉美樂河,A6-05F號,0,121.51015_25.06725,64.33,57.13,57.13,79.43,1.0
萬華區,房地(土地+建物)+車位,台北市萬華區西昌街,商,1081009,9,18,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,,a_lvr_land_b_111_0211.csv,1.43,17.71,8.47,萬華區西昌街,1,A6號,26.18,57.6,1260,240,1,2,1,1,240,108,10,BL線_龍山寺站,461.0,3511.0,16.12,2877.0,-634.0,298.0,老松國小,479.0,1.0,25.03992,121.5006,東騰元町,A6號,0,121.5006_25.03992,64.23,65.32,56.6,68.45,1.0
萬華區,房地(土地+建物)+車位,台北市萬華區西昌街,商,1081009,9,18,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,,a_lvr_land_b_111_0211.csv,2.2,27.68,8.47,萬華區西昌街,1,A8號,36.15,59.89,1908,250,2,2,1,1,250,108,10,BL線_龍山寺站,461.0,3511.0,16.12,2877.0,-634.0,298.0,老松國小,479.0,1.0,25.03992,121.5006,東騰元町,A8號,0,121.5006_25.03992,64.23,65.32,56.6,68.45,1.0
北投區,房地(土地+建物)+車位,台北市北投區中和街219-1號,商,1081008,14,14,住宅大樓(11層含以上有電梯),住家用,RC,,有,塔式車位,,A_lvr_land_B_110_S3.csv,2.57,26.6,1.92,北投區中和街219-1號,1,X戶,28.52,56.4,1640,140,2,2,1,1,140,108,10,R線_新北投站,328.0,463.0,27.78,574.0,111.0,350.0,私立薇閣小學,1536.0,0.0,25.13921,121.50115,公園大院-森活館,,0,121.50115_25.13921,55.87,54.93,54.93,66.9,1.0
萬華區,房地(土地+建物)+車位,台北市萬華區西昌街,商,1081006,8,18,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,,a_lvr_land_b_111_0211.csv,1.68,21.049999999999997,8.47,萬華區西昌街,1,A7號,29.52,55.1,1395,235,2,2,1,1,235,108,10,BL線_龍山寺站,461.0,3511.0,16.12,2877.0,-634.0,298.0,老松國小,479.0,1.0,25.03992,121.5006,東騰元町,A7號,0,121.5006_25.03992,64.23,65.32,56.6,68.45,1.0
文山區,房地(土地+建物)+車位,台北市文山區忠順街一段41巷20號,住,1081004,7,9,華廈(10層含以下有電梯),住家用,RC,,有,升降機械,,a_lvr_land_b_111_0121.csv,4.81,21.57,4.2,文山區忠順街一段41巷20號,1,C棟7F號,25.77,55.54,1348,150,1,1,1,1,150,108,10,BR線_萬芳醫院站,1616.0,2174.0,19.59,2779.0,605.0,171.0,實踐國小,692.0,1.0,24.98476,121.5589,文山晶硯,C棟7F號,0,121.5589_24.98476,61.7,56.17,56.17,68.02,0.0
大同區,房地(土地+建物)+車位,台北市大同區迪化街二段172巷,住,1080929,5,15,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,,a_lvr_land_b_111_0211.csv,5.99,42.01,9.71,大同區迪化街二段172巷,1,A7-05F號,51.72,54.75,2500,200,3,2,2,1,200,108,9,O線_大橋頭站,537.0,1612.0,14.66,1492.0,-120.0,268.0,延平國小,430.0,1.0,25.06725,121.51015,吉美樂河,A7-05F號,0,121.51015_25.06725,64.33,57.13,57.13,79.43,1.0
中山區,房地(土地+建物)+車位,台北市中山區埤頭里八德路二段146巷1弄6號,住,1080929,3,20,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,,A_lvr_land_B_110_S4.csv,13.85,89.56,36.46,中山區埤頭里八德路二段146巷1弄6號,1,B-03號,126.02,85.86,8800,1110,3,2,3,3,370,108,9,BL線_忠孝新生站,579.0,1595.0,11.38,2940.0,1345.0,454.0,懷生國小,384.0,1.0,25.0457,121.53731,宏普頤和,B-03號,0,121.53731_25.0457,97.83,95.18,95.18,98.75,1.0
北投區,房地(土地+建物)+車位,台北市北投區中和街219-1號,商,1080929,8,14,住宅大樓(11層含以上有電梯),住家用,RC,,有,塔式車位,,A_lvr_land_B_110_S3.csv,3.26,33.769999999999996,1.92,北投區中和街219-1號,1,X戶,35.69,52.42,1920,150,3,2,2,1,150,108,9,R線_新北投站,328.0,463.0,27.78,574.0,111.0,350.0,私立薇閣小學,1536.0,0.0,25.13921,121.50115,公園大院-森活館,,0,121.50115_25.13921,55.87,54.93,54.93,66.9,1.0
中山區,房地(土地+建物)+車位,台北市中山區埤頭里八德路二段146巷1弄6號,住,1080926,3,20,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,,A_lvr_land_B_110_S4.csv,13.75,89.56,24.31,中山區埤頭里八德路二段146巷1弄6號,1,A-03號,113.87,85.97,8360,660,3,2,3,2,330,108,9,BL線_忠孝新生站,579.0,1595.0,11.38,2940.0,1345.0,454.0,懷生國小,384.0,1.0,25.0457,121.53731,宏普頤和,A-03號,0,121.53731_25.0457,97.83,95.18,95.18,98.75,1.0
文山區,房地(土地+建物)+車位,台北市文山區忠順街一段41巷18號,住,1080925,6,9,華廈(10層含以下有電梯),住家用,RC,,有,升降機械,,a_lvr_land_b_111_0121.csv,3.93,17.64,4.2,文山區忠順街一段41巷18號,1,A棟6F號,21.84,58.4,1180,150,1,1,1,1,150,108,9,BR線_萬芳醫院站,1616.0,2174.0,19.59,2779.0,605.0,171.0,實踐國小,692.0,1.0,24.98476,121.5589,文山晶硯,A棟6F號,0,121.5589_24.98476,61.7,56.17,56.17,68.02,0.0
大同區,房地(土地+建物)+車位,台北市大同區迪化街二段172巷,住,1080925,13,15,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,,a_lvr_land_b_111_0211.csv,5.1,36.019999999999996,9.71,大同區迪化街二段172巷,1,A4-13F號,45.73,58.31,2350,250,3,2,2,1,250,108,9,O線_大橋頭站,537.0,1612.0,14.66,1492.0,-120.0,268.0,延平國小,430.0,1.0,25.06725,121.51015,吉美樂河,A4-13F號,0,121.51015_25.06725,64.33,57.13,57.13,79.43,1.0
中山區,房地(土地+建物)+車位,台北市中山區埤頭里八德路二段146巷1弄6號,住,1080920,2,20,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,,A_lvr_land_B_110_S4.csv,11.92,77.39,24.31,中山區埤頭里八德路二段146巷1弄6號,1,B-02號,101.7,94.05,7989,710,3,2,2,2,355,108,9,BL線_忠孝新生站,579.0,1595.0,11.38,2940.0,1345.0,454.0,懷生國小,384.0,1.0,25.0457,121.53731,宏普頤和,B-02號,0,121.53731_25.0457,97.83,95.18,95.18,98.75,1.0
中山區,房地(土地+建物)+車位,台北市中山區埤頭里八德路二段146巷1弄6號,住,1080920,16,20,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,,A_lvr_land_B_110_S4.csv,14.01,90.55,24.31,中山區埤頭里八德路二段146巷1弄6號,1,B-16號,114.86,91.31,8988,720,3,2,3,2,360,108,9,BL線_忠孝新生站,579.0,1595.0,11.38,2940.0,1345.0,454.0,懷生國小,384.0,1.0,25.0457,121.53731,宏普頤和,B-16號,0,121.53731_25.0457,97.83,95.18,95.18,98.75,1.0
北投區,房地(土地+建物)+車位,台北市北投區中和街219-1號,商,1080914,8,13,住宅大樓(11層含以上有電梯),住家用,RC,,有,塔式車位,,A_lvr_land_B_110_S3.csv,2.43,25.490000000000002,2.86,北投區中和街219-1號,1,X戶,28.35,56.42,1588,150,2,2,1,1,150,108,9,R線_新北投站,328.0,463.0,27.78,574.0,111.0,350.0,私立薇閣小學,1536.0,0.0,25.13921,121.50115,公園大院-樂活館,,0,121.50115_25.13921,55.87,54.93,54.93,66.9,1.0
文山區,房地(土地+建物)+車位,台北市文山區忠順街一段41巷20號,住,1080912,5,9,華廈(10層含以下有電梯),住家用,RC,,有,升降機械,,a_lvr_land_b_111_0121.csv,4.81,21.57,4.2,文山區忠順街一段41巷20號,1,C棟5F號,25.77,54.7,1325,145,1,1,1,1,145,108,9,BR線_萬芳醫院站,1616.0,2174.0,19.59,2779.0,605.0,171.0,實踐國小,692.0,1.0,24.98476,121.5589,文山晶硯,C棟5F號,0,121.5589_24.98476,61.7,56.17,56.17,68.02,0.0
大同區,房地(土地+建物)+車位,台北市大同區迪化街二段172巷,住,1080911,8,15,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,,a_lvr_land_b_111_0211.csv,4.9,34.61,9.71,大同區迪化街二段172巷,1,A8-08F號,44.32,56.92,2220,250,3,2,2,1,250,108,9,O線_大橋頭站,537.0,1612.0,14.66,1492.0,-120.0,268.0,延平國小,430.0,1.0,25.06725,121.51015,吉美樂河,A8-08F號,0,121.51015_25.06725,64.33,57.13,57.13,79.43,1.0
中山區,房地(土地+建物)+車位,台北市中山區五常街11巷3號,住,1080907,4,17,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,,A_lvr_land_B_110_S4.csv,5.37,35.46,23.0,中山區五常街11巷3號,1,A1-4F號,58.46,88.78,3688,540,3,2,2,2,270,108,9,O線_行天宮站,681.0,1706.0,13.84,2598.0,892.0,441.0,五常國小,1029.0,1.0,25.0646,121.53786,榮耀之星,A1-4F號,0,121.53786_25.0646,91.47,87.61,88.71,98.75,1.0
中正區,房地(土地+建物)+車位,台北市中正區羅斯福路四段168號,商,1080906,10,13,住宅大樓(11層含以上有電梯),住家用,SRC,,有,升降機械,,a_lvr_land_b_111_0201.csv,1.58,17.5,3.98,中正區羅斯福路四段168號,1,A1棟10號,21.48,117.6,2278,220,1,1,1,1,220,108,9,G線_公館站,327.0,1810.0,15.58,2185.0,375.0,660.0,公館國小,321.0,1.0,25.0123,121.53627,台大學,A1棟10號,0,121.53627_25.0123,118.98,118.98,118.98,112.41,1.0
文山區,房地(土地+建物)+車位,台北市文山區忠順街一段41巷18號,住,1080905,9,9,華廈(10層含以下有電梯),住家用,RC,,有,升降機械,,a_lvr_land_b_111_0121.csv,4.05,18.09,4.2,文山區忠順街一段41巷18號,1,A棟9F號,22.29,59.06,1218,150,1,1,1,1,150,108,9,BR線_萬芳醫院站,1616.0,2174.0,19.59,2779.0,605.0,171.0,實踐國小,692.0,1.0,24.98476,121.5589,文山晶硯,A棟9F號,0,121.5589_24.98476,61.7,56.17,56.17,68.02,0.0
信義區,房地(土地+建物)+車位,台北市信義區忠孝東路與松山路口,商,1080825,9,15,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,,A_lvr_land_B_110_S4.csv,4.48,37.370000000000005,9.73,信義區忠孝東路與松山路口,1,B棟B2-09F號,47.1,118.14,4715,300,3,2,2,1,300,108,8,BL線_南港展覽館站,195.0,4321.0,18.55,3393.0,-928.0,799.0,南港國小,1367.0,1.0,25.05318,121.61629,森業永春,B棟B2-09F號,0,121.61629_25.05318,116.24,97.74,130.77,89.29,1.0
